11,597.5
11,603.5
11,603.5
11,603.5
11,590.5
11,568.5
12,569
12,568
12,561
12,559
13,604.5
13,575.5
13,547.5
13,547.5
13,548.5
13,548.5
13,548.5
13,548.5
13,548.5
13,548.5
13,548.5
13,547.5
13,566.5
13,565.5
13,565.5
13,565.5
13,564.5
13,564.5
13,563.5
13,563.5
13,562.5
13,562.5
13,561.5
13,560.5
13,560.5
13,560.5
13,560.5
13,557.5
13,557.5
13,556.5
13,556.5
13,556.5
13,555.5
13,555.5
13,554.5
13,554.5
14,604
14,575
14,548
14,548
14,548
14,548
14,548
14,548
14,547
14,546
14,545
14,543
14,543
14,543
14,562
14,559
14,557
14,557
14,569
14,556
14,555
14,555
14,555
14,555
14,555
14,555
14,555
14,555
14,555
14,555
14,555
14,555
14,554
14,554
14,554
14,554
14,553
14,551
15,574.5
15,574.5
15,603.5
15,581.5
15,521.5
15,542.5
15,540.5
15,540.5
15,539.5
15,539.5
15,538.5
15,536.5
15,535.5
15,535.5
15,534.5
15,579.5
15,579.5
15,579.5
15,583.5
15,583.5
15,582.5
15,577.5
15,577.5
15,576.5
15,575.5
15,485.5
15,553.5
15,552.5
15,551.5
15,551.5
15,549.5
15,549.5
15,548.5
15,548.5
15,547.5
15,547.5
15,546.5
15,546.5
15,545.5
15,544.5
15,544.5
15,543.5
15,543.5
15,543.5
15,542.5
15,541.5
15,541.5
15,539.5
15,463.5
15,461.5
15,568.5
15,561.5
16,595
16,574
16,574
16,574
16,573
16,569
16,581
16,581
16,581
16,581
16,603
16,602
16,603
16,538
16,534
16,533
16,532
16,530
16,530
16,529
16,527
16,526
16,578
16,583
16,583
16,583
16,583
16,583
16,576
16,576
16,575
16,483
16,482
16,481
16,543
16,542
16,542
16,541
16,540
16,540
16,540
16,539
16,539
16,538
16,538
16,465
16,564
16,563
16,562
16,561
16,596
17,595.5
17,571.5
17,571.5
17,569.5
17,569.5
17,569.5
17,569.5
17,568.5
17,567.5
17,567.5
17,603.5
17,580.5
17,578.5
17,601.5
17,598.5
17,583.5
17,602.5
17,602.5
17,602.5
17,602.5
17,585.5
17,525.5
17,523.5
17,523.5
17,522.5
17,520.5
17,520.5
17,519.5
17,518.5
17,517.5
17,516.5
17,510.5
17,509.5
17,586.5
17,582.5
17,582.5
17,582.5
17,582.5
17,596.5
17,479.5
17,538.5
17,537.5
17,536.5
17,536.5
17,535.5
17,534.5
17,534.5
17,534.5
17,533.5
17,533.5
17,532.5
17,532.5
17,562.5
17,562.5
17,555.5
17,554.5
17,553.5
17,552.5
17,550.5
17,550.5
18,567
18,567
18,567
18,567
18,567
18,566
18,584
18,564
18,564
18,563
18,559
18,597
18,596
18,596
18,595
18,594
18,593
18,588
18,587
18,587
18,588
18,588
18,516
18,514
18,513
18,512
18,511
18,508
18,507
18,506
18,586
18,585
18,585
18,584
18,599
18,582
18,582
18,582
18,582
18,532
18,599
18,599
18,599
18,598
18,598
18,597
18,597
18,597
18,597
18,596
18,596
18,596
18,596
18,595
18,595
18,595
18,595
18,479
18,478
18,568
18,567
18,538
18,537
18,534
18,532
18,532
18,531
18,531
18,530
18,529
18,528
18,527
18,527
18,525
18,467
18,555
18,554
18,553
18,552
19,566.5
19,564.5
19,563.5
19,561.5
19,560.5
19,560.5
19,559.5
19,558.5
19,557.5
19,556.5
19,555.5
19,553.5
19,553.5
19,553.5
19,552.5
19,599.5
19,599.5
19,596.5
19,588.5
19,588.5
19,505.5
19,504.5
19,502.5
19,501.5
19,500.5
19,489.5
19,487.5
19,585.5
19,581.5
19,526.5
19,596.5
19,595.5
19,476.5
19,475.5
19,567.5
19,567.5
19,567.5
19,566.5
19,527.5
19,526.5
19,525.5
19,524.5
19,523.5
19,523.5
19,522.5
19,521.5
19,520.5
19,520.5
19,516.5
19,468.5
20,578
20,553
20,552
20,552
20,552
20,551
20,551
20,551
20,600
20,589
20,588
20,588
20,586
20,494
20,493
20,492
20,491
20,489
20,486
20,485
20,484
20,483
20,602
20,581
20,581
20,581
20,581
20,567
20,567
20,566
20,522
20,520
20,519
20,519
20,518
20,517
20,516
20,514
20,513
20,512
20,512
20,511
20,554
20,470
21,585.5
21,603.5
21,575.5
21,550.5
21,550.5
21,600.5
21,550.5
21,550.5
21,550.5
21,550.5
21,549.5
21,549.5
21,549.5
21,549.5
21,601.5
21,595.5
21,584.5
21,581.5
21,580.5
21,578.5
21,480.5
21,479.5
21,476.5
21,473.5
21,472.5
21,587.5
21,587.5
21,587.5
21,586.5
21,586.5
21,586.5
21,580.5
21,580.5
21,580.5
21,580.5
21,474.5
21,473.5
21,566.5
21,566.5
21,566.5
21,566.5
21,590.5
21,590.5
21,510.5
21,509.5
21,508.5
21,507.5
21,506.5
21,506.5
21,542.5
21,471.5
22,575
22,550
22,549
22,549
22,548
22,548
22,547
22,547
22,602
22,543
22,601
22,601
22,583
22,594
22,584
22,581
22,579
22,577
22,577
22,572
22,471
22,470
22,469
22,467
22,466
22,463
22,588
